Post ID,Project Name,Source,Categories
685,Uso Inteligente - smart sustainable education,un_civic_2024,"Education & Digital Literacy,Climate Action & Environmental Sustainability"
686,FREE KUSH CAMPAIGN,un_civic_2024,"Social Justice & Human Rights,Health & Wellbeing"
687,L'éducation pour tous,un_civic_2024,"Education & Digital Literacy"
688,Beyond The Veil,un_civic_2024,"Gender Equality & Women's Rights,Social Justice & Human Rights"
690,Climate action through food security,un_civic_2024,"Climate Action & Environmental Sustainability,Economic Equality & Livelihoods"
691,Multi stakeholder partnerships sustainable energy,un_civic_2024,"Climate Action & Environmental Sustainability,Localizing SDGs & Community Development"
692,JENGA SHULE PROJECT,un_civic_2024,"Education & Digital Literacy,Health & Wellbeing"
693,GAS KWA KILA BOMA,un_civic_2024,"Climate Action & Environmental Sustainability,Economic Equality & Livelihoods"
695,Women in Global Health,un_civic_2024,"Gender Equality & Women's Rights,Health & Wellbeing"
696,Women's economic empowerment,un_civic_2024,"Women's Economic Empowerment,Economic Equality & Livelihoods"
697,Sustainable villages,un_civic_2024,"Climate Action & Environmental Sustainability,Economic Equality & Livelihoods"
698,Jenga Shule Project,un_civic_2024,"Education & Digital Literacy,Health & Wellbeing"
699,Jenga shule,un_civic_2024,"Education & Digital Literacy,Health & Wellbeing"
700,Jenga shule,un_civic_2024,"Education & Digital Literacy,Health & Wellbeing"
702,JENGA SHULE PROJECT,un_civic_2024,"Education & Digital Literacy,Health & Wellbeing"
704,For the youth By the youth,un_civic_2024,"Youth Capacity Building & Leadership,Localizing SDGs & Community Development"
705,The Ignite African Youth Project,un_civic_2024,"Youth Capacity Building & Leadership,Democracy & Civic Participation"
706,The Ignite African Youth Project,un_civic_2024,"Youth Capacity Building & Leadership,Democracy & Civic Participation"
707,Enhancing Civil Society Capacity for SDGs,un_civic_2024,"Social Justice & Human Rights,Localizing SDGs & Community Development"
708,MTH GROUPE PROJECT,un_civic_2024,"Youth Capacity Building & Leadership,Economic Equality & Livelihoods"
710,COLLABORATION STATISTICAL FIELDWORKS,un_civic_2024,"Innovation & Technology for Development,Localizing SDGs & Community Development"
712,SDGs On Sheels,un_civic_2024,"Education & Digital Literacy,Youth Capacity Building & Leadership"
713,Orma Irrechaa Cultural Festival,un_civic_2024,"Cultural Preservation & Social Cohesion,Peacebuilding & Conflict Resolution"
715,Human rights organization,un_civic_2024,"Social Justice & Human Rights"
718,Digitalization and Rural Entrepreneurship,un_civic_2024,"Innovation & Technology for Development,Economic Equality & Livelihoods,Youth Capacity Building & Leadership"
719,Global Citizen Summit Plus,un_civic_2024,"Education & Digital Literacy,Youth Capacity Building & Leadership"
721,Uzokura mwananje - child support,un_civic_2024,"Social Justice & Human Rights,Education & Digital Literacy"
722,Reclaiming civic space for CSOs,un_civic_2024,"Democracy & Civic Participation,Social Justice & Human Rights"
723,Expanding policy financing for climate,un_civic_2024,"Climate Action & Environmental Sustainability"
724,Implementing UN 2.0 System,un_civic_2024,"Innovation & Technology for Development,Localizing SDGs & Community Development"
725,End FGM,un_civic_2024,"Gender Equality & Women's Rights,Social Justice & Human Rights"
726,Neurological Health Innovations,un_civic_2024,"Health & Wellbeing,Education & Digital Literacy"
727,FEED COMMUNITY AFFECTED BY FLOODING,un_civic_2024,"Climate Action & Environmental Sustainability,Social Justice & Human Rights"
728,Fight against disinformation,un_civic_2024,"Democracy & Civic Participation,Education & Digital Literacy"
729,Cheza Nasi,un_civic_2024,"Social Justice & Human Rights,Youth Capacity Building & Leadership"
730,Smart Girl Mentorship Program,un_civic_2024,"Women's Economic Empowerment,Youth Capacity Building & Leadership"
731,PRINCE ALBERT II LEADERSHIP AWARD,un_civic_2024,"Social Justice & Human Rights,Peacebuilding & Conflict Resolution"
732,Teenage Pregnancy Prevention,un_civic_2024,"Health & Wellbeing,Gender Equality & Women's Rights,Youth Capacity Building & Leadership"
734,Skilling Adolescent Girls and Young women,un_civic_2024,"Education & Digital Literacy,Women's Economic Empowerment,Youth Capacity Building & Leadership"
738,FPCD Cultural Diplomacy Pledge,un_civic_2024,"Cultural Preservation & Social Cohesion,Social Justice & Human Rights"
739,Call for Strong Declaration on Future,un_civic_2024,"Youth Capacity Building & Leadership,Localizing SDGs & Community Development"
741,SurfSmart Advocacy Campaign,un_civic_2024,"Education & Digital Literacy,Innovation & Technology for Development"
744,Two NGOs One Purpose,un_civic_2024,"Social Justice & Human Rights,Peacebuilding & Conflict Resolution"
745,Act2gether,un_civic_2024,"Social Justice & Human Rights,Youth Capacity Building & Leadership"
749,Powering Peace Through Climate,un_civic_2024,"Climate Action & Environmental Sustainability,Peacebuilding & Conflict Resolution"
755,Kijiji Yeetu - community internet,un_civic_2024,"Innovation & Technology for Development,Localizing SDGs & Community Development"
756,Slum Child Foundation,un_civic_2024,"Social Justice & Human Rights,Education & Digital Literacy"
757,Model Peace Forum,un_civic_2024,"Peacebuilding & Conflict Resolution,Youth Capacity Building & Leadership,Democracy & Civic Participation"
758,Blue Cross Kenya,un_civic_2024,"Health & Wellbeing"
759,SDG Education and Promotion,un_civic_2024,"Education & Digital Literacy,Localizing SDGs & Community Development"
762,Climate international solution,un_civic_2024,"Climate Action & Environmental Sustainability,Education & Digital Literacy"
763,Art from waste,un_civic_2024,"Climate Action & Environmental Sustainability,Social Justice & Human Rights"
764,Youth and women empowerment,un_civic_2024,"Youth Capacity Building & Leadership,Women's Economic Empowerment,Peacebuilding & Conflict Resolution"
766,Laudato si Tangaza university,un_civic_2024,"Climate Action & Environmental Sustainability,Education & Digital Literacy"
767,Girls Outloud Luweero,un_civic_2024,"Gender Equality & Women's Rights,Social Justice & Human Rights"
768,The New Lion Project,un_civic_2024,"Climate Action & Environmental Sustainability,Youth Capacity Building & Leadership"
770,National steering committee on peace,un_civic_2024,"Peacebuilding & Conflict Resolution,Localizing SDGs & Community Development"
771,National steering committee peace management,un_civic_2024,"Peacebuilding & Conflict Resolution,Localizing SDGs & Community Development"
773,International Breathwork Foundation,un_civic_2024,"Health & Wellbeing"
774,Community-border police unit dialogues,un_civic_2024,"Peacebuilding & Conflict Resolution,Social Justice & Human Rights"
775,Sexual harassment in Nigerian Universities,un_civic_2024,"Gender Equality & Women's Rights,Education & Digital Literacy,Social Justice & Human Rights"
779,Increase Women Economic Empowerment,un_civic_2024,"Women's Economic Empowerment"
